id,sse,vr,status,name
13897,0x14017d4c0,0x14018d2a0,3,RE::Offset::TESFile::GetFormType
13898,0x14017d550,0x14018d330,3,RE::Offset::TESFile::Seek
13902,0x14017d910,0x14018d6f0,3,RE::Offset::TESFile::GetCurrentSubRecordType
13903,0x14017d960,0x14018d740,3,RE::Offset::TESFile::SeekNextSubrecord
13904,0x14017da10,0x14018d7f0,3,RE::Offset::TESFile::ReadData
13923,0x14017e4b0,0x14018e210,3,RE::Offset::TESFile::Duplicate
14108,0x140186790,0x1401964c0,3,RE::ScriptEventSourceHolder::GetSingleton
14127,0x140187040,0x140196d70,3,RE::Offset::BGSIdleCollection::Ctor
14179,0x1401894f0,0x140199220,3,RE::BGSOpenCloseForm::SetOpenState
14180,0x140189750,0x140199480,3,RE::BGSOpenCloseForm::SetCloseState
14189,0x140189e30,0x140199b60,3,RE::Offset::TESObjectREFR::PlayAnimation
14190,0x140189fc0,0x140199cf0,3,RE::ScriptEventSourceHolder::SendOpenCloseEvent
14399,0x140190480,0x1401a01b0,3,RE::Offset::TESDescription::GetDescription
14509,0x1401957e0,0x1401a5510,2,RE::TESForm::AddCompileIndex
14704,0x14019d510,0x1401ad250,3,RE::TESHarvestedEvent::GetEventSource
15118,0x1401b13f0,0x1401c1400,3,RE::BGSDecalManager::RemoveItem
15491,0x1401c60a0,0x1401d6200,3,RE::Offset::BipedAnim::Dtor
15494,0x1401c61a0,0x1401d6530,3,RE::Offset::BipedAnim::RemoveAllParts
15495,0x1401c6270,0x1401d6600,3,FEC::UpdateCollision::RemoveNodeFromScene
15501,0x1401c6f90,0x1401d7450,3,FEC::ProcessObject::attachArmorAddon
15535,0x1401cafb0,0x1401db9e0,3,FEC::ProcessGeometry::processAttachedGeometry
15547,0x1401cc7c0,0x1401dd210,3,RE::NiAVObject::ClearDecals
15576,0x1401cdd40,0x1401de820,2,RE::Offset::BSDismemberSkinInstance::UpdateDismemberPartion
15757,0x1401d66e0,0x1401e7280,3,RE::Offset::InventoryEntryData::GetValue
15767,0x1401d6ba0,0x1401e7740,3,RE::InventoryEntryData::IsQuestObject
15779,0x1401d7330,0x1401e7ed0,3,RE::GetArmorFinalRating
15782,0x1401d7590,0x1401e8130,3,RE::Offset::InventoryEntryData::IsOwnedBy
15800,0x1401d8d10,0x1401e98b0,3,RE::Offset::TESObjectREFR::InitInventoryIfRequired
15802,0x1401d8e40,0x1401e99e0,3,RE::TESObjectREFR::MakeInventoryChanges
15806,0x1401d9040,0x1401e9be0,3,RE::InventoryChanges::GetWornMask
15807,0x1401d9080,0x1401e9c20,3,RE::Offset::TESObjectREFR::GetStealValue
15811,0x1401d91e0,0x1401e9d80,3,EssentialFavorites::Crafting::IsQuestObject
15812,0x1401d9200,0x1401e9da0,3,RE::Offset::InventoryChanges::Ctor
15813,0x1401d92f0,0x1401e9e90,3,RE::Offset::InventoryChanges::Dtor
15829,0x1401e08b0,0x1401f1470,3,RE::InventoryChanges::InitScripts
15858,0x1401e5390,0x1401f5f50,2,papyrus_extender::fave_util::item::favorite
15859,0x1401e58f0,0x1401f64b0,2,papyrus_extender::fave_util::item::unfavorite
15889,0x1401e9d90,0x1401fa900,3,RE::InventoryChanges::InitLeveledItems
15890,0x1401ea020,0x1401fab90,3,RE::InventoryChanges::InitFromContainerExtra
15907,0x1401ecc60,0x1401fd7d0,3,RE::Offset::InventoryChanges::SetUniqueID
15908,0x1401ecd30,0x1401fd8a0,2,RE::Offset::InventoryChanges::GetNextUniqueID
15909,0x1401ece20,0x1401fd990,3,RE::Offset::InventoryChanges::TransferItemUID
15967,0x1401ee670,0x1401ff150,3,RE::BSPointerHandleManagerInterface::GetHandle
15980,0x1401ef330,0x1401ffe10,3,RE::Offset::Inventory::GetEventSource
16084,0x1401f5390,0x140205ef0,3,RE::Offset::LocalMapCamera::Ctor
16089,0x1401f5750,0x1402062b0,3,RE::Offset::LocalMapCamera::SetNorthRotation
16175,0x1401fa6c0,0x14020c010,3,RE::ScreenSplatter::Clear
17470,0x14022a8c0,0x14023bc10,3,RE::BooksRead::GetEventSource
17521,0x14022cb50,0x14023dea0,3,po3tweaks::AIFadeOut::GetFadeState
17522,0x14022d1d0,0x14023e530,2,po3tweaks::LoadDoorPrompt
18368,0x14025b350,0x14026c790,3,SeasonsofSkyrim::TESObjectLAND::create_land_geometry
18414,0x14025e6e0,0x14026fb90,3,SeasonsofSkyrim::TESObjectLAND::GetGrassList
18418,0x14025e9c0,0x14026fe70,3,SeasonsofSkyrim::TESObjectLAND::GetHavokMaterialType
18474,0x140262290,0x140273830,3,RE::TESObjectCELL::GetLocation
18536,0x1402654c0,0x140276a90,3,RE::TESObjectCELL::GetbhkWorld
18543,0x140265990,0x140276f60,3,RE::TESObjectCELL::GetWaterHeight
18642,0x14026b160,0x14027c730,3,po3tweaks::QueuedRefCrash::SetFadeNode
19201,0x14028b940,0x14029d070,3,RE::TESObjectREFR::HasQuestObject
19277,0x14028e3c0,0x14029faf0,3,RE::TESObjectREFR::GetWeightInContainer
19323,0x1402945e0,0x1402a5cf0,3,RE::Offset::TESObjectREFR::FindReferenceFor3D
19326,0x140294730,0x1402a5e30,3,RE::Offset::TESObjectREFR::GetTransform
19338,0x140295060,0x1402a6760,3,RE::Actor::IsLimbGone
19354,0x1402961f0,0x1402a78f0,3,RE::Offset::TESObjectREFR::GetDisplayFullName
19385,0x1402994f0,0x1402aabf0,3,RE::TESObjectREFR::GetCurrentLocation
19400,0x14029a330,0x1402aba40,3,RE::TESObjectREFR::IsCrimeToActivate
19446,0x14029cb80,0x1402ae290,3,RE::TESObjectREFR::InstantiateHitShader
19666,0x1402a2070,0x1402b37e0,3,RE::ScriptEventSourceHolder::SendActivateEvent
19789,0x1402a6670,0x1402b7de0,3,RE::Offset::TESObjectREFR::GetOwner
19805,0x1402a6ee0,0x1402b8650,3,RE::TESObjectREFR::IsAnOwner
19818,0x1402a74c0,0x1402b8c30,3,RE::Offset::TESObjectREFR::GetLock
19857,0x1402a8cc0,0x1402ba430,3,RE::TESObjectREFR::InitChildActivates
20095,0x1402b63b0,0x1402c7b20,3,RE::TESWorldSpace::GetSkyCell
20470,0x1402c53d0,0x1402d6b40,3,RE::Offset::BGSListForm::AddForm
20529,0x1402c73f0,0x1402d8b60,3,RE::Offset::BGSMaterialType::GetMaterialType
21086,0x1402da220,0x1402eb730,3,po3tweaks::GetEquippedFix::GetEquipped
21211,0x1402deab0,0x1402effc0,3,po3tweaks::IsFurnitureAnimeTypeFix::IsFurnitureAnimType
21416,0x1402e75f0,0x1402f8af0,3,RE::Offset::Script::CompileAndRun
22289,0x14030f9a0,0x140320eb0,3,RE::Offset::TESObjectREFR::InstantiateHitArt
22339,0x140310e60,0x140322370,3,po3tweaks::NoCheatMode::GodMode
22340,0x140310ec0,0x140322370,3,po3tweaks::NoCheatMode::ImmortalMode
22350,0x140311250,0x140322760,3,powerof3tweaks::ToggleCollisionFix::ToggleCollision
22843,0x140326460,0x140335ca0,3,RE::Offset::MessageDataFactoryManager::GetSingleton
22845,0x140326510,0x140335d50,3,RE::INISettingCollection::ReadFromFile
23073,0x14032ece0,0x14033e5a0,3,RE::ApplyPerkEntries
23626,0x140345f50,0x140355810,3,powerof3tweaks::FactionStealing::GetFavorCost
24012,0x140355940,0x140365200,3,RE::TESFaction::SetFactionFightReaction
24206,0x140360480,0x14036fd80,3,RE::Offset::TESNPC::SetSkinFromTint
24207,0x1403606d0,0x14036ffd0,3,RE::Offset::TESNPC::UpdateNeck
24211,0x140360c10,0x140370510,2,enhanced_reanimation::TESNPC::Activate
24212,0x140361640,0x140370f60,3,enhanced_reanimation::TESNPC::GetActivateText
24236,0x140364ff0,0x140374950,3,FEC::processArmorAttach::PerformNPCDismember
24246,0x140365bf0,0x140375550,3,RE::Offset::TESNPC::ChangeHeadPart
24274,0x140368a20,0x140378380,3,RE::Offset::TESNPC::HasOverlays
24275,0x140368b30,0x140378490,3,RE::Offset::TESNPC::GetBaseOverlays
24276,0x140368bc0,0x140378520,3,RE::Offset::TESNPC::GetNumBaseOverlays
24481,0x140370910,0x1403802b0,3,RE::Offset::TESQuest::EnsureQuestStarted
24486,0x140370e90,0x140380830,3,RE::Offset::TESQuest::ResetQuest
24537,0x140378760,0x140388110,3,RE::TESQuest::CreateRefHandleByAliasID
24985,0x14038d990,0x14039d1c0,3,RE::TESTopicInfo::ResponseData::PopulateResponseText
25466,0x1403a4dd0,0x1403b4940,3,RE::Offset::TESHavokUtilities::FindCollidableRef
25638,0x1403aebd0,0x1403be8d0,3,splashes_of_skyrim::RainManager::ToggleWaterRipples
25684,0x1403b1c80,0x1403c1a20,2,papyrus_extender::events::game::weatherevent::target_0x416
25822,0x1403bcf40,0x1403ccd90,3,RE::AIForumulas::ComputePickpocketSuccess
25858,0x1403be980,0x1403ce200,3,RE::ActorValueOwner::GetArmorRatingSkillMultiplier
25933,0x1403c1740,0x1403d0fc0,3,TrueHUD::GetSoulType
25977,0x1403c38e0,0x1403d3160,3,RE::BSFaceGenAnimationData::Reset
25980,0x1403c3f00,0x1403d3780,3,RE::BSFaceGenAnimationData::SetExpressionOverride
26259,0x1403d2a60,0x1403e23d0,3,RE::Offset::BSFaceGenManager::PrepareHeadPartForShaders
26616,0x1403e5250,0x1403f4da0,3,RE::Offset::ActorValueOwner::GetClampedActorValue
29074,0x1404447a0,0x1404542f0,3,RE::TESCondition::IsTrue
29090,0x1404454c0,0x140455010,3,RE::TESConditionItem::IsTrue
29219,0x14044bbf0,0x14045b740,3,RE::TESObjectCELL::PlaceParticleEffect
29303,0x140452550,0x140462500,3,RE::NiAVObject::ClearWeaponBlood
31140,0x1404b8580,0x1404c8660,3,SeasonsofSkyrim::LODSwap::Terrain::BuildMeshFileName
31141,0x1404b85c0,0x1404c86a0,3,SeasonsofSkyrim::LODSwap::Terrain::BuildDiffuseTextureFileName
31142,0x1404b8600,0x1404c86e0,3,SeasonsofSkyrim::LODSwap::Terrain::BuildNormalTextureFileName
31147,0x1404b8740,0x1404c8820,3,SeasonsofSkyrim::LODSwap::Object::BuildMeshFileName
31148,0x1404b8780,0x1404c8860,3,SeasonsofSkyrim::LODSwap::Object::BuildDiffuseTextureAtlasFileName
31149,0x1404b87b0,0x1404c8890,3,SeasonsofSkyrim::LODSwap::Object::BuildNormalTextureAtlasFileName
31150,0x1404b87e0,0x1404c88c0,3,SeasonsofSkyrim::LODSwap::Tree::BuildMeshFileName
31151,0x1404b8820,0x1404c8900,3,SeasonsofSkyrim::LODSwap::Tree::BuildTextureFileName
31152,0x1404b8850,0x1404c8930,3,SeasonsofSkyrim::LODSwap::Tree::BuildTypeListFileName
31410,0x1404c8880,0x1404d8a40,3,RE::Offset::TESWaterSystem::AddRipple
31717,0x1404d7f80,0x1404e8120,3,RE::Offset::BGSStoryTeller::BeginStartUpQuest
31718,0x1404d80a0,0x1404e8240,3,RE::Offset::BGSStoryTeller::BeginShutDownQuest
31812,0x1404dda20,0x1404edb90,3,AnimationMotionRevoluation::MotionDataContainer::ProcessTranslationData
31813,0x1404ddc90,0x1404ede00,3,AnimationMotionRevoluation::MotionDataContainer::ProcessRotationData
31949,0x1404e6360,0x1404f64d0,3,AnimationMotionRevoluation::Character::unk_4E6360
32141,0x1404f06e0,0x140500950,3,RE::Offset::IAnimationGraphManagerHolder::SetBool_1404F06E0
32142,0x1404f0700,0x140500970,3,RE::Offset::IAnimationGraphManagerHolder::SetGraphVariableInt_1404F0700
32143,0x1404f0720,0x140500990,3,RE::Offset::IAnimationGraphManagerHolder::SetAnimationVariableFloat_1404F0720
32144,0x1404f0740,0x140502b00,3,RE::Offset::IAnimationGraphManagerHolder::SetNiPoint3_1404F0740
32192,0x1404f2620,0x140502890,3,Re::Offset::IAnimationGraphManagerHolder::GetGraphVariableNiPoint3
32290,0x1404f5c80,0x140505f60,3,RE::Offset::TESCamera::SetState
33286,0x14053e380,0x140541100,3,RE::Offset::ActiveEffect::Dispel
33610,0x14054bc60,0x14054fe70,2,po3tweaks::AttachLightCrash::AttachLightHitEffectVisitor
33684,0x140551a90,0x140555ca0,3,po3tweaks::Spell::detail::SpellApplyStruct
33721,0x1405528e0,0x140556cb0,3,RE::MagicTarget::DispelEffect?
33733,0x1405530d0,0x140557380,3,RE::Offset::MagicTarget::HasMagicEffect
33742,0x140553750,0x1405579c0,2,papyrus_extender::events::game::magictargetapply_0x1e8
33756,0x140554500,0x140558580,3,RE::MagicTarget::ForEachActiveEffect
33825,0x140556ce0,0x14055ca70,3,enhanced_reanimation::Actor::CanBeReanimated
33828,0x140556f20,0x14055ccb0,3,RE::Offset::Actor::DispelWornItemEnchantments
33956,0x14055b750,0x140561990,2,enhanced_reanimation::Reanimate::Start
34132,0x140560e40,0x1405670b0,3,ENBLightForEffectShaders::ShaderReferenceEffect::Add:AddAddonModel::thunk_0x8C2
34413,0x14056c9d0,0x140572fd0,3,RE::Offset::DialogueItem::Ctor
34818,0x140586de0,0x14058e310,3,RE::Offset::BGSSaveLoadManager::Save
34819,0x140587350,0x14058e920,3,RE::Offset::BGSSaveLoadManager::Load
35320,0x1405a2c60,0x1405aa320,3,RE::BGSImpactManager::PlayImpactEffect
35413,0x1405a6640,0x1405add00,3,RE::Calendar::GetTimeDateString
35548,0x1405ae010,0x1405b5880,3,ScaleformTranslationpp::BSScaleformMovieLoaderEx::Ctor
35882,0x1405c0610,0x1405c8b30,3,po3tweaks::ScreenshotToConsole::DebugNotification
35978,0x1405c5220,0x1405cd7c0,3,RE::TaskQueueInterface::QueueBulletWaterDisplacementTask
35987,0x1405c58c0,0x1405cde60,2,RE::TaskQueueInterface::QueueRemoveSpellTask
36198,0x1405ce240,0x1405d6840,3,po3tweaks::Spell::ReapplyOnDeath::Load3d
36248,0x1405d0fc0,0x1405d95a0,3,RE::Offset::Actor::SetRotationZ
36252,0x1405d1190,0x1405d9770,3,RE::Offset::Actor::IsRunning
36259,0x1405d1620,0x1405d9c00,3,RE::Offset::Actor::IsInMidair
36286,0x1405d2520,0x1405daae0,3,RE::Offset::Actor::GetGhost
36344,0x1405d62e0,0x1405de910,3,RE::Offset::Actor::GetLevel
36346,0x1405d6490,0x1405deac0,3,RE::GameEventHandler::FallLongDistance::CalcDoDamage
36357,0x1405d6fb0,0x1405df5e0,3,FEC::UpdateAVs
36359,0x1405d8170,0x1405e07a0,3,po3tweaks::ToggleCollisionFix::ApplyMovementDelta
36407,0x1405db310,0x1405e3990,3,RE::Offset::Actor::EvaluatePackage
36427,0x1405dd770,0x1405e5dc0,3,RE::Offset::Actor::StealAlarm
36457,0x1405e18b0,0x1405e9f30,3,RE::Offset::Actor::IsOverEncumbered
36523,0x1405e6b50,0x1405ef270,3,EssentialFavorites::Disarm::IsQuestObject
36532,0x1405e7500,0x1405efc20,3,RE::Offset::Actor::CanAttackActor
36537,0x1405e7e40,0x1405f0560,3,RE::Offset::Actor::GetHostileToActor
36541,0x1405e8700,0x1405f0e20,3,po3tweaks::VoiceModulation::SetObjectToFollow
36602,0x1405edd50,0x1405f6460,3,RE::Offset::Actor::SetRotationX
36604,0x1405edef0,0x1405f6600,3,RE::Offset::Actor::SetLifeState
36631,0x1405f2530,0x1405fac70,3,RE::Actor::Decapitate
36678,0x1405f8430,0x140600ba0,3,RE::Actor::AddToFaction
36682,0x1405f87f0,0x140600f60,3,RE::Actor::CreateBlood
36683,0x1405f9a20,0x140602190,3,WashThatBloodOff::Decal::Weapon::CreateBloodOnWeapon
36690,0x1405f9e30,0x1406025a0,3,RE::Offset::Actor::HasPerk
36720,0x1405fb450,0x140603c40,3,po3tweaks::IsFurnitureAnimeTypeFix::GetEquippedFurnitureType
36723,0x1405fb640,0x140603e30,3,RE::Actor::KillImmediate
36748,0x1405fc9a0,0x140605190,3,RE::Offset::Actor::RequestDetectionLevel
36801,0x140600400,0x140608c10,3,RE::Actor::StopMoving
36877,0x1406057c0,0x14060dfd0,3,RE::Offset::Actor::IsOnFlyingMount
36889,0x140606850,0x14060f1d0,3,RE::Actor::IsActorNPC
36901,0x140607680,0x140610000,3,RE::Offset::Actor::SwitchRace
36927,0x140608af0,0x140611680,3,RE::Offset::Actor::IsBlocking
36973,0x14060b620,0x140614210,3,RE::GameEventHandler::FallLongDistance::CalcDoDamage::process_movefinish_event
36994,0x14060e820,0x1406173e0,3,TrueHUD::FlashHUDStaminaMountHook
37390,0x14061c880,0x140625470,3,RE::ActorKill::GetEventSource
37392,0x14061ca60,0x140625650,3,RE::DisarmedEvent::GetEventSource
37524,0x140621350,0x14062a100,3,RE::Actor::GetActorValueModifier
37571,0x140623610,0x14062c3c0,3,RE::DragonSoulsGained::GetEventSource()
37633,0x140626400,0x14062f270,2,papyrus_extender::events::game::weaponhit::actor::target_0x16a
37672,0x1406285a0,0x140631470,3,SimpleOffenceSuppression::IgnoreFriendlyFire::GetFactionRank
37674,0x140629090,0x140631f60,2,papyrus_extender::events::game::weaponhit::static::target_0x6C7
37726,0x14062d050,0x140635f20,3,RE::CriticalHit::GetEventSource
37752,0x14062e390,0x140637260,3,RE::Offset::Actor::StopInteractingQuick
37757,0x14062ebc0,0x140637a90,3,RE::Offset::Actor::GetMount
37771,0x14062f560,0x140638430,3,RE::Offset::Actor::AddSpell
37772,0x14062f720,0x1406385f0,3,RE::Offset::Actor::RemoveSpell
37802,0x140631360,0x14063a230,3,RE::Offset::Actor::UpdateArmorAbility
37803,0x1406313d0,0x14063a2a0,3,RE::Offset::Actor::UpdateWeaponAbility
37804,0x1406314f0,0x14063a3c0,3,po3tweaks::Spells::ReapplyAdded::GetAliasInstanceArray
37805,0x1406316b0,0x14063a580,3,po3tweaks::Spells::DispelAdded::GetAliasInstanceArray
37808,0x140631c80,0x14063ab50,3,RE::Offset::Actor::InterruptCast
37810,0x140631d70,0x14063ac40,3,RE::Offset::Actor::IsCasting
37820,0x1406322f0,0x14063b1c0,3,RE::Actor::RemoveSelectedSpell
37828,0x140632d10,0x14063bbe0,3,RE::Actor::HasSpell
37832,0x140633090,0x14063bf60,2,papyrus_extender::events::game::magichit::sendhitevent_0x1c3
37862,0x1406348a0,0x14063d770,3,RE::Actor::GetSoulSize
37863,0x140634900,0x14063d7d0,3,RE::Actor::TrapSoul
37916,0x140636c40,0x14063fc50,3,RE::SoulsTrapped::GetEventSource
37917,0x140636d30,0x14063fd40,3,RE::SpellsLearned::GetEventSource
37938,0x140637a80,0x140640a90,3,RE::Offset::ActorEquipManager::EquipObject
37939,0x140637bc0,0x140640bd0,2,RE::Offset::ActorEquipManager::EquipSpell
37941,0x140637ca0,0x140640cb0,2,RE::Offset::ActorEquipManager::EquipShout
37945,0x140638190,0x1406411a0,3,RE::Offset::ActorEquipManager::UnequipObject
38079,0x14063f810,0x1406488a0,3,RE::TaskQueueInterface::ShouldUseTaskQueue
38404,0x140650df0,0x14065a140,3,RE::Offset::AIProcess::Update3DModel
38483,0x1406598d0,0x140662c10,3,RE::Offset::AIProcess::GetHeadtrackTarget
38495,0x140659c00,0x140662f40,3,RE::Offset::AIProcess::ClearMuzzleFlashes
38568,0x14065c880,0x140665bd0,3,RE::Offset::AIProcess::SetBaseScale
38760,0x1406797d0,0x140682c50,3,RE::Offset::HighProcessData::SetHeadtrackTarget
38850,0x14067d120,0x1406865a0,3,RE::ActorProcess::SetHeadTrackTarget_14067D120
39175,0x140692cd0,0x14069c2d0,3,RE::Offset::PlayerCharacter::GetArmorValue
39179,0x140693050,0x14069c650,3,RE::Offset::PlayerCharacter::GetDamage
39181,0x140693110,0x14069c710,3,RE::Offset::Actor::DoReset3D
39217,0x140694400,0x14069da00,3,RE::ArmorRatingVisitor::VisitArmor
39221,0x1406944a0,0x14069daa0,3,RE::ArmorRatingVisitor::HaveNotVisitedArmor
39223,0x140694500,0x14069db00,3,RE::ArmorRatingVisitorBase::Visit
39247,0x140695020,0x14069e620,3,RE::LevelIncrease::GetEventSource
39248,0x140695110,0x14069e710,3,RE::SkillIncrease::GetEventSource
39365,0x14069c2a0,0x1406bc6c0,3,RE::PlayerCharacter::CenterOnCell_Impl
39371,0x14069d2c0,0x1406bd770,3,po3tweaks::SitToWait::CanSleepWait
39372,0x14069d6e0,0x1406bde50,2,RE::Offset::Actor::CanFastTravel
39384,0x14069fe60,0x1406c0640,3,RE::Offset::PlayerCharacter::PlayPickupEvent
39401,0x1406a1820,0x1406c2160,3,splashes_of_skyrim::RainManager::ToggleWaterRipples
39406,0x1406a1cc0,0x1406c2730,3,po3tweaks::NoPoisonPrompt::PoisonPrompt
39407,0x1406a1e30,0x1406c28a0,3,YesImSure::NoPoisonPrompt::PoisonPromptLeftHand
39410,0x1406a20b0,0x1406c2c00,3,po3tweaks::GameTimers::detail::UpdateTimers
39413,0x1406a2540,0x1406c30b0,3,RE::PlayerCharacter::AddSkillExperience
39425,0x1406a2fc0,0x1406c38a0,3,papyrus_extender::papyrus::detail::get_god_mode_impl
39471,0x1406a9f90,0x1406cbce0,2,RE::Offset::PlayerCharacter::ActivatePickRef
39475,0x1406aa260,0x1406cc000,3,RE::Offset::PlayerCharacter::StartGrabObject
39568,0x1406b2530,0x1406d58a0,3,RE::PlayerCharacter::AttemptPickpocket
39584,0x1406b3a50,0x1406d6dc0,3,po3tweaks::FactionStealing::CanTake
39612,0x1406b52a0,0x1406d8580,3,RE::Offset::PlayerCharacter::GetTintMask
39614,0x1406b5450,0x1406d8730,3,RE::Offset::PlayerCharacter::GetNumTints
40056,0x1406c7d60,0x1406ee380,3,RE::LocationDiscovery::GetEventSource
40060,0x1406c8120,0x1406ee740,3,RE::ShoutAttack::GetEventSource
40330,0x1406d9490,0x140700330,3,RE::ProcessLists::StopCombatAndAlarmOnActor
40396,0x1406dec50,0x140705b00,3,RE::ProcessLists::ClearCachedFactionFightReactions
40560,0x1406e6740,0x14070d630,3,RE::Offset::PlayerCharacter::PlayerSkills::AdvanceLevel
41257,0x140704970,0x14072b900,3,RE::Offset::PlayerControls::Ctor
41659,0x140719990,0x140744330,2,papyrus_extender::detection::calculatedetection_0x526
42638,0x1407369b0,0x1407614b0,3,splashes_of_skyrim::ProjectileManager::ProcessInWater::create_splash
42696,0x14073c410,0x140766fb0,3,splashes_of_skyrim::ExplosionManager::UpdateSound
42832,0x140742850,0x14076d400,3,RE::HitData::Populate
43022,0x1407531c0,0x14077e4e0,2,papyrus_extender::events::game::weaponhit::projectile::target_0x38d
43030,0x140754820,0x14077fbd0,3,po3tweaks::ProjectileRange::UpdateCombatThreat
43571,0x140772a60,0x14079ddb0,3,po3tweaks::CombatDialogue::SayCombatDialogue
44036,0x140785f80,0x1407b12d0,3,enhanced_reanimation::CombatMagicCasterReanimate::CheckShouldEquip
49908,0x14084d630,0x140877db0,3,RE::Offset::PlayerCamera::UpdateThirdPerson
50061,0x140855b60,0x14087ff20,3,EssentialFavorites::Barter::IsQuestObject
50099,0x140856a50,0x140880e10,3,RE::Offset::ItemList::Update
50126,0x140858c70,0x140882f80,3,po3tweaks::CantTakeBook::Button::ButtonShowTakeButton
50164,0x14085bb30,0x1408864d0,3,RE::Offset::Console::SetSelectedRef
50180,0x14085c2c0,0x140886df0,3,RE::Offset::ConsoleLog::VPrint
50212,0x14085ebc0,0x140889b50,3,WhoseQuestIsItAnyway::StoreHook
50257,0x140862160,0x14088d4e0,3,RE::Offset::ChestsLooted::GetEventSource
50258,0x140862250,0x14088d5d0,3,RE::Offset::ItemsPickpocketed::GetEventSource
50440,0x14086b200,0x1408967a0,3,YesImSure::EnchantmentLearned
50447,0x14086b810,0x140896db0,3,YesImSure::alchemyMenu
50450,0x14086c640,0x140897bd0,3,YesImSure::EnchantmentLearned
50451,0x14086ca10,0x140897fa0,3,YesImSure::smithingMenu
50452,0x14086cc10,0x1408981a0,3,YesImSure::constructibleObjectMenu
50453,0x14086cdc0,0x140898350,3,EssentialFavorites::Alchemy::IsQuestObject
50454,0x14086d0a0,0x140898630,3,EssentialFavorites::Enchanting::IsQuestObject
50459,0x14086d830,0x140898dc0,3,YesImSure::EnchantmentLearned
50476,0x14086e2c0,0x140899850,3,YesImSure::constructibleObjectMenu
50477,0x14086e490,0x140899a20,3,YesImSure::smithingMenu
50485,0x14086ebb0,0x14089a140,3,YesImSure::alchemyMenu
50487,0x14086ee80,0x14089a410,3,YesImSure::enchantmentLearned
50515,0x1408708a0,0x14089be30,3,RE::Offset::ItemCrafted::GetEventSource
50688,0x14087ba70,0x1408a77e0,3,EssentialFavorites::Gifting::IsQuestObject
50747,0x14087fff0,0x1408ad8c0,3,TrueHUD::SetHUDMode?
50771,0x140881cc0,0x1408af5c0,3,TrueHUD::HUDChargeMeter::Update_140881CC0
50882,0x140887750,0x1408b4c90,3,RE::Inventory3DManager::Render
50884,0x140887970,0x1408b4ea0,3,RE::Inventory3DManager::UpdateItem3D
50885,0x1408879a0,0x1408b4ed0,3,RE::Inventory3DManager::UpdateMagic3D?
50886,0x140887d10,0x1408b5240,3,RE::Inventory3DManager::Clear3D
